customerID,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_bin,Customer_Status_Predicted
0484-VHVEG,Female,1,No,No,No,No phone service,No,No internet service,Yes,No internet service,No internet service,No,No,Two year,Yes,Credit card (automatic),82.76,151.25,0,13-24,0
0485-VHVEG,Female,0,Yes,Yes,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,Two year,No,Mailed check,78.43,2988.81,1,61-72,1
0486-VHVEG,Female,1,Yes,Yes,Yes,No,No,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,110.12,3361.51,1,49-60,0
0487-VHVEG,Male,0,No,No,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,No internet service,No,One year,Yes,Mailed check,24.54,3625.94,0,0-12,1
0488-VHVEG,Female,1,No,Yes,No,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,48.1,6289.66,0,37-48,0
0489-VHVEG,Female,0,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,115.04,3558.17,0,49-60,0
0490-VHVEG,Female,0,Yes,No,No,No phone service,No,No,No,No internet service,No internet service,No,No,One year,Yes,Mailed check,109.03,4093.37,0,0-12,1
0491-VHVEG,Male,1,No,No,No,No phone service,No,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,65.57,2214.14,1,61-72,0
0492-VHVEG,Male,0,No,Yes,No,No,DSL,Yes,No,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),82.01,3421.94,1,49-60,0
0493-VHVEG,Male,1,No,No,Yes,No,No,No,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),47.74,2122.7,0,61-72,1
0494-VHVEG,Male,0,No,Yes,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),38.81,751.44,1,0-12,1
0495-VHVEG,Male,1,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No,One year,Yes,Mailed check,66.37,5470.69,1,0-12,1
0496-VHVEG,Female,1,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),55.34,6047.09,0,25-36,0
0497-VHVEG,Male,0,No,No,Yes,No phone service,DSL,No,No internet service,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),78.37,5613.46,0,37-48,1
0498-VHVEG,Male,1,Yes,Yes,Yes,No phone service,DSL,No,Yes,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),27.77,4225.1,0,0-12,0
0499-VHVEG,Male,0,No,Yes,No,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,No,Two year,No,Mailed check,117.44,3480.09,0,61-72,0
0500-VHVEG,Male,1,No,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),118.62,7783.67,1,13-24,1
0501-VHVEG,Female,1,No,No,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),89.82,4719.83,0,0-12,1
0502-VHVEG,Male,1,No,Yes,Yes,No phone service,No,No internet service,Yes,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,73.61,4364.72,1,25-36,1
0503-VHVEG,Male,0,Yes,Yes,No,No phone service,Fiber optic,No,No,No internet service,No internet service,No,No,Two year,No,Electronic check,50.95,328.21,1,61-72,0
0504-VHVEG,Female,1,No,No,No,No,No,Yes,Yes,No,Yes,No,No internet service,One year,No,Credit card (automatic),101.38,3137.11,0,13-24,0
0505-VHVEG,Male,1,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,Two year,Yes,Credit card (automatic),88.47,3483.74,1,61-72,0
0506-VHVEG,Female,0,Yes,Yes,No,No phone service,No,No internet service,No,Yes,No,No,No internet service,One year,Yes,Credit card (automatic),36.26,3649.52,1,25-36,0
0507-VHVEG,Male,0,Yes,Yes,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),111.09,5263.53,0,61-72,0
0508-VHVEG,Male,1,No,No,No,No phone service,No,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,102.25,4849.06,1,49-60,0
0509-VHVEG,Male,0,No,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,114.98,5510.36,0,13-24,1
0510-VHVEG,Male,0,Yes,No,No,No,No,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,92.57,6907.46,1,61-72,0
0511-VHVEG,Male,1,No,Yes,Yes,No phone service,No,No internet service,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),81.34,7335.57,1,37-48,1
0512-VHVEG,Male,1,Yes,Yes,No,Yes,DSL,No,No,No internet service,Yes,No internet service,No,Two year,Yes,Credit card (automatic),61.82,6491.3,0,49-60,0
0513-VHVEG,Female,1,No,Yes,No,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,113.27,8604.16,1,0-12,1
0514-VHVEG,Male,1,Yes,No,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,One year,Yes,Credit card (automatic),106.61,262.27,1,25-36,1
0515-VHVEG,Female,0,No,Yes,No,Yes,No,No,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.52,1842.42,1,37-48,0
0516-VHVEG,Female,1,Yes,Yes,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,22.64,167.31,1,0-12,0
0517-VHVEG,Male,1,Yes,No,No,No phone service,No,No,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),57.65,5862.52,1,37-48,0
0518-VHVEG,Male,1,No,Yes,Yes,No,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,101.06,8092.47,1,49-60,1
0519-VHVEG,Male,0,No,Yes,No,Yes,No,Yes,No,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),118.73,2266.99,0,0-12,1
0520-VHVEG,Female,1,No,No,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.04,8350.61,0,37-48,1
0521-VHVEG,Female,0,Yes,No,No,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),79.41,636.38,0,49-60,0
0522-VHVEG,Male,0,No,Yes,Yes,Yes,DSL,No,No internet service,Yes,No,No,No,Month-to-month,No,Credit card (automatic),58.09,8416.48,1,61-72,1
0523-VHVEG,Female,1,Yes,No,Yes,No phone service,DSL,No,Yes,No internet service,No,Yes,No internet service,One year,No,Credit card (automatic),116.99,3229.44,1,49-60,1
0524-VHVEG,Female,0,Yes,Yes,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),104.21,1002.65,0,13-24,1
0525-VHVEG,Female,0,No,No,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Two year,No,Credit card (automatic),103.83,4424.26,0,25-36,0
0526-VHVEG,Female,1,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Two year,No,Electronic check,66.87,2385.31,0,25-36,0
0527-VHVEG,Female,0,Yes,Yes,No,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No,Two year,Yes,Electronic check,61.48,2635.37,1,37-48,0
0528-VHVEG,Male,0,Yes,Yes,No,No,No,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,47.34,2834.88,1,25-36,0
0529-VHVEG,Male,0,Yes,Yes,No,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,25.64,7246.93,0,13-24,0
0530-VHVEG,Male,1,No,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,No,Electronic check,106.47,4898.54,0,13-24,1
0531-VHVEG,Male,0,Yes,No,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),101.29,2870.64,1,25-36,1
0532-VHVEG,Female,1,No,No,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),119.97,5531.97,0,0-12,0
0533-VHVEG,Female,0,No,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,119.66,6473.74,1,61-72,1
0534-VHVEG,Male,0,Yes,No,No,No,No,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,75.54,2526.35,0,37-48,0
0535-VHVEG,Female,1,Yes,No,Yes,Yes,No,No,No,Yes,No internet service,No internet service,No,One year,No,Mailed check,96.9,3780.59,0,0-12,1
0536-VHVEG,Female,0,No,Yes,Yes,No,No,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),114.48,1184.79,1,49-60,1
0537-VHVEG,Male,1,Yes,No,No,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),104.96,1712.23,0,49-60,0
0538-VHVEG,Female,0,Yes,Yes,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,One year,No,Mailed check,44.73,6161.95,1,49-60,1
0539-VHVEG,Female,0,No,Yes,No,No phone service,DSL,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),65.05,1714.8,1,49-60,1
0540-VHVEG,Male,1,Yes,No,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,No,One year,No,Credit card (automatic),32.92,4773.95,0,61-72,1
0541-VHVEG,Female,1,Yes,No,No,No phone service,DSL,No internet service,No,No,No,No internet service,No,Two year,No,Mailed check,115.41,6410.51,1,0-12,0
0542-VHVEG,Female,0,No,Yes,No,Yes,DSL,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,80.62,1051.2,1,61-72,1
0543-VHVEG,Male,0,Yes,No,Yes,Yes,No,Yes,No internet service,No internet service,Yes,Yes,No,One year,Yes,Credit card (automatic),42.86,5149.08,1,25-36,1
0544-VHVEG,Male,0,Yes,No,Yes,No phone service,No,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),87.17,2383.41,1,37-48,1
0545-VHVEG,Male,1,No,Yes,No,Yes,No,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,81.81,8670.05,0,37-48,0
0546-VHVEG,Female,1,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Mailed check,55.82,4403.56,1,0-12,0
0547-VHVEG,Female,1,No,Yes,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),31.36,7273.33,0,0-12,1
0548-VHVEG,Male,1,Yes,No,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,87.16,4997.02,0,0-12,1
0549-VHVEG,Female,1,No,No,Yes,No,DSL,No internet service,No,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),72.03,486.37,1,61-72,1
0550-VHVEG,Male,1,Yes,Yes,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),97.23,5735.05,1,13-24,0
0551-VHVEG,Female,1,No,No,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,72.02,8567.49,1,0-12,0
0552-VHVEG,Female,1,Yes,Yes,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Two year,No,Electronic check,105.22,5454.35,1,13-24,0
0553-VHVEG,Male,0,No,No,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,75.19,7390.78,1,13-24,0
0554-VHVEG,Female,0,Yes,Yes,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),76.09,7969.44,1,37-48,0
0555-VHVEG,Female,0,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),107.67,2129.91,0,61-72,0
0556-VHVEG,Female,1,No,No,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,60.35,1987.2,1,0-12,1
0557-VHVEG,Male,0,Yes,No,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,33.4,5537.73,1,0-12,0
0558-VHVEG,Female,1,Yes,Yes,Yes,No,DSL,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,22.88,3758.15,0,13-24,1
0559-VHVEG,Female,0,Yes,Yes,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),95.51,7574.77,1,61-72,0
0560-VHVEG,Male,1,No,No,Yes,Yes,No,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),82.03,8110.21,1,49-60,1
0561-VHVEG,Male,1,Yes,No,No,No phone service,No,No internet service,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),90.41,3245.45,0,0-12,0
0562-VHVEG,Male,1,No,No,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,41.3,2208.15,1,61-72,1
0563-VHVEG,Female,0,No,No,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.64,7046.68,0,49-60,1
0564-VHVEG,Male,0,Yes,Yes,No,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.45,2545.77,1,37-48,0
0565-VHVEG,Female,1,Yes,No,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),55.06,7421.27,0,37-48,1
0566-VHVEG,Female,1,Yes,No,Yes,No phone service,DSL,No,No internet service,No,No,No,Yes,One year,No,Electronic check,78.99,3871.27,0,0-12,0
0567-VHVEG,Male,1,Yes,Yes,No,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,59.22,6041.19,0,61-72,0
0568-VHVEG,Female,1,No,Yes,No,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,No internet service,One year,No,Electronic check,63.75,950.26,0,61-72,0
0569-VHVEG,Female,1,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,110.42,5652.35,0,13-24,0
0570-VHVEG,Female,0,No,Yes,Yes,No phone service,No,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),54.83,4120.73,0,13-24,1
0571-VHVEG,Female,1,No,No,Yes,Yes,No,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,71.4,5320.82,0,37-48,0
0572-VHVEG,Male,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,98.37,1595.33,0,25-36,1
0573-VHVEG,Female,0,Yes,Yes,Yes,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,59.65,6658.18,1,0-12,0
0574-VHVEG,Female,1,Yes,No,No,Yes,No,No,Yes,Yes,No,No internet service,Yes,Two year,No,Mailed check,82.21,7778.89,1,49-60,0
0575-VHVEG,Male,0,Yes,No,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,One year,Yes,Electronic check,106.24,2028.98,1,0-12,0
0576-VHVEG,Female,1,Yes,Yes,Yes,No,No,No internet service,No,No,Yes,No,No internet service,One year,Yes,Electronic check,114.95,951.86,0,49-60,1
0577-VHVEG,Female,1,No,No,Yes,No phone service,DSL,No internet service,No,No,Yes,No internet service,No,One year,No,Electronic check,34.71,310.38,0,37-48,1
0578-VHVEG,Male,1,Yes,No,No,No phone service,DSL,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,112.66,5813.55,0,13-24,1
0579-VHVEG,Male,0,Yes,Yes,Yes,No phone service,No,No internet service,Yes,No,No,No,No,Month-to-month,No,Electronic check,69.21,5503.14,1,49-60,1
0580-VHVEG,Female,1,No,Yes,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,No internet service,Two year,No,Bank transfer (automatic),45.82,4965.61,1,61-72,1
0581-VHVEG,Male,0,Yes,No,No,No phone service,No,Yes,No internet service,No,No internet service,Yes,No,One year,Yes,Mailed check,65.91,2164.33,1,49-60,0
0582-VHVEG,Female,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,118,3579.06,1,25-36,1
0583-VHVEG,Female,0,No,No,No,Yes,DSL,No internet service,No,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,69.26,5390.84,0,49-60,0
0584-VHVEG,Male,0,Yes,Yes,No,No phone service,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,52.88,4521.23,0,61-72,0
0585-VHVEG,Female,0,No,No,No,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,No,One year,No,Bank transfer (automatic),83.34,8891.29,1,25-36,0
0586-VHVEG,Male,0,Yes,No,Yes,No phone service,No,No,Yes,Yes,No,Yes,No internet service,One year,Yes,Electronic check,44.01,1314.31,0,61-72,1
0587-VHVEG,Male,0,No,No,No,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,27.59,6286.79,1,37-48,0
0588-VHVEG,Female,1,Yes,Yes,No,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),32.89,3698.44,1,13-24,0
0589-VHVEG,Male,0,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),32.8,3910.98,1,13-24,1
0590-VHVEG,Male,1,Yes,No,No,Yes,DSL,No internet service,Yes,No,Yes,No,No,Two year,No,Mailed check,35.19,6486.62,0,0-12,0
0591-VHVEG,Female,1,No,Yes,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,33.88,6262.68,0,37-48,1
0592-VHVEG,Male,1,No,Yes,Yes,No phone service,No,No internet service,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.09,8922.18,1,49-60,1
0593-VHVEG,Male,0,Yes,Yes,No,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,One year,Yes,Mailed check,38.19,1242.71,1,25-36,0
0594-VHVEG,Female,1,Yes,No,No,No,No,No,No,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),54.57,1026.58,1,49-60,0
0595-VHVEG,Male,1,No,No,No,No phone service,No,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,109.68,6546.62,1,13-24,0
0596-VHVEG,Female,0,No,Yes,No,Yes,DSL,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,67.4,5247.64,1,37-48,0
0597-VHVEG,Female,0,Yes,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,One year,No,Credit card (automatic),86.76,2540.03,1,37-48,0
0598-VHVEG,Male,1,Yes,No,Yes,No phone service,No,No internet service,No,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),37.23,806.83,0,0-12,1
0599-VHVEG,Male,1,No,No,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,39.23,862.36,1,25-36,0
0600-VHVEG,Female,0,No,No,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),24.09,8058.3,1,25-36,1
0601-VHVEG,Male,1,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No internet service,One year,No,Bank transfer (automatic),36.89,1807.62,0,49-60,0
0602-VHVEG,Female,0,No,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,Yes,One year,No,Credit card (automatic),47.86,2978.01,0,61-72,1
0603-VHVEG,Male,1,Yes,No,No,Yes,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),37.7,2117.24,1,49-60,0
0604-VHVEG,Female,1,Yes,Yes,No,Yes,DSL,Yes,No internet service,No,Yes,No internet service,No,Two year,Yes,Mailed check,28.87,3259.47,0,49-60,0
0605-VHVEG,Female,1,Yes,Yes,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Credit card (automatic),32.06,717.87,0,13-24,0
0606-VHVEG,Female,1,Yes,No,No,No,DSL,Yes,No,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),66.08,4719.63,1,13-24,0
0607-VHVEG,Male,1,No,No,No,No phone service,DSL,No,No internet service,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),40.63,701.75,0,25-36,0
0608-VHVEG,Female,1,No,No,No,No,Fiber optic,No,Yes,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,56.43,7223.17,1,37-48,0
0609-VHVEG,Male,0,No,No,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),70.34,2180.04,0,61-72,1
0610-VHVEG,Male,0,No,No,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,No internet service,No,One year,No,Electronic check,89.04,4906.11,0,25-36,1
0611-VHVEG,Female,1,No,No,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,One year,No,Mailed check,23.93,7932.7,0,0-12,0
0612-VHVEG,Male,1,No,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,No,Electronic check,99.94,5892.81,1,0-12,0
0613-VHVEG,Female,1,No,Yes,Yes,No,No,No,Yes,No internet service,Yes,No,No internet service,Two year,No,Mailed check,82.79,4843.32,1,61-72,1
0614-VHVEG,Male,1,Yes,Yes,No,No,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Two year,No,Electronic check,28.18,2986.57,1,0-12,0
0615-VHVEG,Female,0,No,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),107.36,3063.72,1,13-24,0
0616-VHVEG,Male,1,No,No,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,112.09,6058.43,1,37-48,0
0617-VHVEG,Female,0,No,No,Yes,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),26.11,8947.84,1,49-60,1
0618-VHVEG,Male,1,Yes,Yes,Yes,Yes,No,No,No internet service,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),47.69,5990.37,0,0-12,1
0619-VHVEG,Female,0,Yes,No,No,Yes,No,No internet service,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),100.62,5064.27,0,25-36,0
0620-VHVEG,Male,1,No,No,No,No,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),94.83,6602.79,0,0-12,0
0621-VHVEG,Male,0,No,Yes,No,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),38.45,4240.33,0,61-72,1
0622-VHVEG,Male,1,Yes,No,No,No,No,No,No,No internet service,No internet service,No,No,Two year,No,Credit card (automatic),40.93,635.27,0,25-36,0
0623-VHVEG,Male,1,Yes,No,Yes,No phone service,No,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),57.05,5104.44,0,0-12,0
0624-VHVEG,Male,0,Yes,No,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,One year,No,Mailed check,68.45,8622.87,1,25-36,0
0625-VHVEG,Female,0,No,Yes,No,Yes,Fiber optic,No,No,No,No,No,No internet service,Two year,No,Electronic check,81.83,1660.2,0,0-12,0
0626-VHVEG,Female,0,No,Yes,No,Yes,No,Yes,No internet service,No,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),56.89,6241.04,1,0-12,0
0627-VHVEG,Male,0,No,No,No,Yes,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),66.25,1888.31,0,37-48,0
0628-VHVEG,Male,0,No,Yes,No,No,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,One year,No,Bank transfer (automatic),94.75,4868.87,1,61-72,1
0629-VHVEG,Male,0,No,No,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),23.67,960.42,1,61-72,1
0630-VHVEG,Female,1,Yes,Yes,No,No,No,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),45.24,4108.3,1,13-24,0
0631-VHVEG,Female,0,No,Yes,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Credit card (automatic),91.33,6829.85,1,61-72,1
0632-VHVEG,Female,1,No,Yes,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),109.52,3193.39,0,49-60,0
0633-VHVEG,Male,1,Yes,No,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),71.17,6017.71,1,37-48,1
0634-VHVEG,Male,1,No,No,No,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.21,7179.5,0,13-24,0
0635-VHVEG,Male,1,No,Yes,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.72,8351.88,0,0-12,1
0636-VHVEG,Male,0,No,No,No,Yes,No,No internet service,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),64.74,2188.31,0,61-72,0
0637-VHVEG,Male,0,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,73.26,3653.91,1,37-48,1
0638-VHVEG,Male,1,Yes,No,No,No phone service,No,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),44.25,1456.5,1,61-72,0
0639-VHVEG,Female,0,Yes,Yes,No,No phone service,DSL,Yes,No internet service,No,No,No internet service,Yes,Two year,Yes,Electronic check,46.92,8933.1,1,25-36,0
0640-VHVEG,Male,0,Yes,No,Yes,No phone service,No,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,57.73,8350.31,0,49-60,0
0641-VHVEG,Female,0,Yes,No,No,No,No,No,Yes,No internet service,Yes,No,No,Two year,Yes,Bank transfer (automatic),22.01,4905.62,0,13-24,0
0642-VHVEG,Female,0,Yes,No,No,Yes,No,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.21,7594.1,1,61-72,0
0643-VHVEG,Female,0,No,No,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,41.14,4736.53,1,49-60,1
0644-VHVEG,Male,0,No,No,No,Yes,DSL,No internet service,Yes,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),52.75,5649.91,1,25-36,0
0645-VHVEG,Female,0,No,Yes,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),31.98,893.21,1,13-24,1
