customerID,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure
0509-VHVEG,Male,0,No,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,114.98,5510.36,0,18
0510-VHVEG,Male,0,Yes,No,No,No,No,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,92.57,6907.46,1,61
0511-VHVEG,Male,1,No,Yes,Yes,No phone service,No,No internet service,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),81.34,7335.57,1,47
0512-VHVEG,Male,1,Yes,Yes,No,Yes,DSL,No,No,No internet service,Yes,No internet service,No,Two year,Yes,Credit card (automatic),61.82,6491.3,0,49
0513-VHVEG,Female,1,No,Yes,No,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,113.27,8604.16,1,3
0514-VHVEG,Male,1,Yes,No,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,One year,Yes,Credit card (automatic),106.61,262.27,1,36
0515-VHVEG,Female,0,No,Yes,No,Yes,No,No,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.52,1842.42,1,46
0516-VHVEG,Female,1,Yes,Yes,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,22.64,167.31,1,11
0517-VHVEG,Male,1,Yes,No,No,No phone service,No,No,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),57.65,5862.52,1,47
0518-VHVEG,Male,1,No,Yes,Yes,No,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,101.06,8092.47,1,59
0519-VHVEG,Male,0,No,Yes,No,Yes,No,Yes,No,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),118.73,2266.99,0,1
0520-VHVEG,Female,1,No,No,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.04,8350.61,0,38
0521-VHVEG,Female,0,Yes,No,No,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),79.41,636.38,0,58
0522-VHVEG,Male,0,No,Yes,Yes,Yes,DSL,No,No internet service,Yes,No,No,No,Month-to-month,No,Credit card (automatic),58.09,8416.48,1,63
0523-VHVEG,Female,1,Yes,No,Yes,No phone service,DSL,No,Yes,No internet service,No,Yes,No internet service,One year,No,Credit card (automatic),116.99,3229.44,1,59
0524-VHVEG,Female,0,Yes,Yes,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),104.21,1002.65,0,16
0525-VHVEG,Female,0,No,No,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Two year,No,Credit card (automatic),103.83,4424.26,0,32
0526-VHVEG,Female,1,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Two year,No,Electronic check,66.87,2385.31,0,33
0527-VHVEG,Female,0,Yes,Yes,No,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No,Two year,Yes,Electronic check,61.48,2635.37,1,42
0528-VHVEG,Male,0,Yes,Yes,No,No,No,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,47.34,2834.88,1,29
0529-VHVEG,Male,0,Yes,Yes,No,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,25.64,7246.93,0,23
0530-VHVEG,Male,1,No,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,No,Electronic check,106.47,4898.54,0,13
0531-VHVEG,Male,0,Yes,No,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),101.29,2870.64,1,34
0532-VHVEG,Female,1,No,No,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),119.97,5531.97,0,8
0533-VHVEG,Female,0,No,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,119.66,6473.74,1,66
0534-VHVEG,Male,0,Yes,No,No,No,No,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,75.54,2526.35,0,47
0535-VHVEG,Female,1,Yes,No,Yes,Yes,No,No,No,Yes,No internet service,No internet service,No,One year,No,Mailed check,96.9,3780.59,0,3
0536-VHVEG,Female,0,No,Yes,Yes,No,No,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),114.48,1184.79,1,55
0537-VHVEG,Male,1,Yes,No,No,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),104.96,1712.23,0,51
0538-VHVEG,Female,0,Yes,Yes,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,One year,No,Mailed check,44.73,6161.95,1,59
0539-VHVEG,Female,0,No,Yes,No,No phone service,DSL,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),65.05,1714.8,1,59
0540-VHVEG,Male,1,Yes,No,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,No,One year,No,Credit card (automatic),32.92,4773.95,0,68
0541-VHVEG,Female,1,Yes,No,No,No phone service,DSL,No internet service,No,No,No,No internet service,No,Two year,No,Mailed check,115.41,6410.51,1,4
0542-VHVEG,Female,0,No,Yes,No,Yes,DSL,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,80.62,1051.2,1,67
0543-VHVEG,Male,0,Yes,No,Yes,Yes,No,Yes,No internet service,No internet service,Yes,Yes,No,One year,Yes,Credit card (automatic),42.86,5149.08,1,26
0544-VHVEG,Male,0,Yes,No,Yes,No phone service,No,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),87.17,2383.41,1,47
0545-VHVEG,Male,1,No,Yes,No,Yes,No,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,81.81,8670.05,0,48
0546-VHVEG,Female,1,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Mailed check,55.82,4403.56,1,3
0547-VHVEG,Female,1,No,Yes,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),31.36,7273.33,0,1
0548-VHVEG,Male,1,Yes,No,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,87.16,4997.02,0,11
0549-VHVEG,Female,1,No,No,Yes,No,DSL,No internet service,No,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),72.03,486.37,1,62
0550-VHVEG,Male,1,Yes,Yes,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),97.23,5735.05,1,13
0551-VHVEG,Female,1,No,No,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,72.02,8567.49,1,9
0552-VHVEG,Female,1,Yes,Yes,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Two year,No,Electronic check,105.22,5454.35,1,22
0553-VHVEG,Male,0,No,No,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,75.19,7390.78,1,23
0554-VHVEG,Female,0,Yes,Yes,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),76.09,7969.44,1,48
0555-VHVEG,Female,0,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),107.67,2129.91,0,69
0556-VHVEG,Female,1,No,No,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,60.35,1987.2,1,8
0557-VHVEG,Male,0,Yes,No,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,33.4,5537.73,1,1
0558-VHVEG,Female,1,Yes,Yes,Yes,No,DSL,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,22.88,3758.15,0,21
0559-VHVEG,Female,0,Yes,Yes,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),95.51,7574.77,1,70
0560-VHVEG,Male,1,No,No,Yes,Yes,No,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),82.03,8110.21,1,50
0561-VHVEG,Male,1,Yes,No,No,No phone service,No,No internet service,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),90.41,3245.45,0,9
0562-VHVEG,Male,1,No,No,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,41.3,2208.15,1,67
0563-VHVEG,Female,0,No,No,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.64,7046.68,0,55
0564-VHVEG,Male,0,Yes,Yes,No,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.45,2545.77,1,38
0565-VHVEG,Female,1,Yes,No,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),55.06,7421.27,0,45
0566-VHVEG,Female,1,Yes,No,Yes,No phone service,DSL,No,No internet service,No,No,No,Yes,One year,No,Electronic check,78.99,3871.27,0,6
0567-VHVEG,Male,1,Yes,Yes,No,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,59.22,6041.19,0,72
0568-VHVEG,Female,1,No,Yes,No,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,No internet service,One year,No,Electronic check,63.75,950.26,0,66
0569-VHVEG,Female,1,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,110.42,5652.35,0,14
0570-VHVEG,Female,0,No,Yes,Yes,No phone service,No,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),54.83,4120.73,0,14
0571-VHVEG,Female,1,No,No,Yes,Yes,No,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,71.4,5320.82,0,45
0572-VHVEG,Male,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,98.37,1595.33,0,25
0573-VHVEG,Female,0,Yes,Yes,Yes,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,59.65,6658.18,1,11
0574-VHVEG,Female,1,Yes,No,No,Yes,No,No,Yes,Yes,No,No internet service,Yes,Two year,No,Mailed check,82.21,7778.89,1,56
0575-VHVEG,Male,0,Yes,No,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,One year,Yes,Electronic check,106.24,2028.98,1,12
0576-VHVEG,Female,1,Yes,Yes,Yes,No,No,No internet service,No,No,Yes,No,No internet service,One year,Yes,Electronic check,114.95,951.86,0,52
0577-VHVEG,Female,1,No,No,Yes,No phone service,DSL,No internet service,No,No,Yes,No internet service,No,One year,No,Electronic check,34.71,310.38,0,43
0578-VHVEG,Male,1,Yes,No,No,No phone service,DSL,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,112.66,5813.55,0,13
0579-VHVEG,Male,0,Yes,Yes,Yes,No phone service,No,No internet service,Yes,No,No,No,No,Month-to-month,No,Electronic check,69.21,5503.14,1,53
0580-VHVEG,Female,1,No,Yes,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,No internet service,Two year,No,Bank transfer (automatic),45.82,4965.61,1,62
0581-VHVEG,Male,0,Yes,No,No,No phone service,No,Yes,No internet service,No,No internet service,Yes,No,One year,Yes,Mailed check,65.91,2164.33,1,57
0582-VHVEG,Female,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,118.0,3579.06,1,25
0583-VHVEG,Female,0,No,No,No,Yes,DSL,No internet service,No,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,69.26,5390.84,0,52
0584-VHVEG,Male,0,Yes,Yes,No,No phone service,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,52.88,4521.23,0,70
0585-VHVEG,Female,0,No,No,No,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,No,One year,No,Bank transfer (automatic),83.34,8891.29,1,25
0586-VHVEG,Male,0,Yes,No,Yes,No phone service,No,No,Yes,Yes,No,Yes,No internet service,One year,Yes,Electronic check,44.01,1314.31,0,65
0587-VHVEG,Male,0,No,No,No,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,27.59,6286.79,1,48
0588-VHVEG,Female,1,Yes,Yes,No,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),32.89,3698.44,1,15
0589-VHVEG,Male,0,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),32.8,3910.98,1,17
0590-VHVEG,Male,1,Yes,No,No,Yes,DSL,No internet service,Yes,No,Yes,No,No,Two year,No,Mailed check,35.19,6486.62,0,12
0591-VHVEG,Female,1,No,Yes,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,33.88,6262.68,0,46
0592-VHVEG,Male,1,No,Yes,Yes,No phone service,No,No internet service,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.09,8922.18,1,56
0593-VHVEG,Male,0,Yes,Yes,No,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,One year,Yes,Mailed check,38.19,1242.71,1,32
0594-VHVEG,Female,1,Yes,No,No,No,No,No,No,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),54.57,1026.58,1,51
0595-VHVEG,Male,1,No,No,No,No phone service,No,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,109.68,6546.62,1,13
0596-VHVEG,Female,0,No,Yes,No,Yes,DSL,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,67.4,5247.64,1,38
0597-VHVEG,Female,0,Yes,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,One year,No,Credit card (automatic),86.76,2540.03,1,44
0598-VHVEG,Male,1,Yes,No,Yes,No phone service,No,No internet service,No,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),37.23,806.83,0,0
0599-VHVEG,Male,1,No,No,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,39.23,862.36,1,26
0600-VHVEG,Female,0,No,No,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),24.09,8058.3,1,34
0601-VHVEG,Male,1,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No internet service,One year,No,Bank transfer (automatic),36.89,1807.62,0,50
0602-VHVEG,Female,0,No,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,Yes,One year,No,Credit card (automatic),47.86,2978.01,0,65
0603-VHVEG,Male,1,Yes,No,No,Yes,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),37.7,2117.24,1,60
0604-VHVEG,Female,1,Yes,Yes,No,Yes,DSL,Yes,No internet service,No,Yes,No internet service,No,Two year,Yes,Mailed check,28.87,3259.47,0,57
0605-VHVEG,Female,1,Yes,Yes,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Credit card (automatic),32.06,717.87,0,16
0606-VHVEG,Female,1,Yes,No,No,No,DSL,Yes,No,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),66.08,4719.63,1,16
0607-VHVEG,Male,1,No,No,No,No phone service,DSL,No,No internet service,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),40.63,701.75,0,31
0608-VHVEG,Female,1,No,No,No,No,Fiber optic,No,Yes,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,56.43,7223.17,1,37
0609-VHVEG,Male,0,No,No,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),70.34,2180.04,0,70
0610-VHVEG,Male,0,No,No,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,No internet service,No,One year,No,Electronic check,89.04,4906.11,0,34
0611-VHVEG,Female,1,No,No,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,One year,No,Mailed check,23.93,7932.7,0,6
0612-VHVEG,Male,1,No,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,No,Electronic check,99.94,5892.81,1,3
0613-VHVEG,Female,1,No,Yes,Yes,No,No,No,Yes,No internet service,Yes,No,No internet service,Two year,No,Mailed check,82.79,4843.32,1,71
0614-VHVEG,Male,1,Yes,Yes,No,No,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Two year,No,Electronic check,28.18,2986.57,1,3
0615-VHVEG,Female,0,No,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),107.36,3063.72,1,13
0616-VHVEG,Male,1,No,No,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,112.09,6058.43,1,44
0617-VHVEG,Female,0,No,No,Yes,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),26.11,8947.84,1,57
0618-VHVEG,Male,1,Yes,Yes,Yes,Yes,No,No,No internet service,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),47.69,5990.37,0,8
0619-VHVEG,Female,0,Yes,No,No,Yes,No,No internet service,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),100.62,5064.27,0,36
0620-VHVEG,Male,1,No,No,No,No,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),94.83,6602.79,0,11
0621-VHVEG,Male,0,No,Yes,No,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),38.45,4240.33,0,62
0622-VHVEG,Male,1,Yes,No,No,No,No,No,No,No internet service,No internet service,No,No,Two year,No,Credit card (automatic),40.93,635.27,0,27
0623-VHVEG,Male,1,Yes,No,Yes,No phone service,No,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),57.05,5104.44,0,7
0624-VHVEG,Male,0,Yes,No,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,One year,No,Mailed check,68.45,8622.87,1,35
0625-VHVEG,Female,0,No,Yes,No,Yes,Fiber optic,No,No,No,No,No,No internet service,Two year,No,Electronic check,81.83,1660.2,0,11
0626-VHVEG,Female,0,No,Yes,No,Yes,No,Yes,No internet service,No,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),56.89,6241.04,1,7
0627-VHVEG,Male,0,No,No,No,Yes,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),66.25,1888.31,0,47
0628-VHVEG,Male,0,No,Yes,No,No,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,One year,No,Bank transfer (automatic),94.75,4868.87,1,69
0629-VHVEG,Male,0,No,No,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),23.67,960.42,1,71
0630-VHVEG,Female,1,Yes,Yes,No,No,No,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),45.24,4108.3,1,16
0631-VHVEG,Female,0,No,Yes,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Credit card (automatic),91.33,6829.85,1,70
0632-VHVEG,Female,1,No,Yes,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),109.52,3193.39,0,49
0633-VHVEG,Male,1,Yes,No,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),71.17,6017.71,1,46
0634-VHVEG,Male,1,No,No,No,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.21,7179.5,0,13
0635-VHVEG,Male,1,No,Yes,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.72,8351.88,0,6
0636-VHVEG,Male,0,No,No,No,Yes,No,No internet service,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),64.74,2188.31,0,62
0637-VHVEG,Male,0,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,73.26,3653.91,1,48
0638-VHVEG,Male,1,Yes,No,No,No phone service,No,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),44.25,1456.5,1,61
0639-VHVEG,Female,0,Yes,Yes,No,No phone service,DSL,Yes,No internet service,No,No,No internet service,Yes,Two year,Yes,Electronic check,46.92,8933.1,1,31
0640-VHVEG,Male,0,Yes,No,Yes,No phone service,No,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,57.73,8350.31,0,51
0641-VHVEG,Female,0,Yes,No,No,No,No,No,Yes,No internet service,Yes,No,No,Two year,Yes,Bank transfer (automatic),22.01,4905.62,0,19
0642-VHVEG,Female,0,Yes,No,No,Yes,No,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.21,7594.1,1,62
0643-VHVEG,Female,0,No,No,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,41.14,4736.53,1,56
0644-VHVEG,Male,0,No,No,No,Yes,DSL,No internet service,Yes,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),52.75,5649.91,1,34
0645-VHVEG,Female,0,No,Yes,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),31.98,893.21,1,23
0646-VHVEG,Male,1,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,109.05,6821.91,0,55
0647-VHVEG,Female,0,Yes,No,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),79.36,1236.65,0,9
0648-VHVEG,Female,1,No,Yes,No,No,DSL,No internet service,No internet service,No internet service,No,Yes,No,One year,No,Mailed check,87.91,7452.0,1,15
0649-VHVEG,Male,0,Yes,No,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Mailed check,98.92,7060.05,0,70
0650-VHVEG,Male,0,No,No,No,No phone service,No,No,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,69.84,6407.83,1,15
0651-VHVEG,Male,1,No,Yes,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),28.69,421.83,0,50
0652-VHVEG,Male,0,Yes,No,Yes,No phone service,Fiber optic,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.71,2797.84,0,11
0653-VHVEG,Female,1,Yes,No,No,No phone service,DSL,No,No internet service,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),78.68,2441.7,0,69
0654-VHVEG,Male,0,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,No,Electronic check,94.54,3305.21,1,67
0655-VHVEG,Female,1,Yes,No,Yes,No phone service,No,Yes,Yes,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),63.17,880.02,1,37
0656-VHVEG,Male,0,No,Yes,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,32.76,8438.92,1,46
0657-VHVEG,Male,0,No,Yes,No,Yes,No,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Credit card (automatic),48.38,5028.84,1,55
0658-VHVEG,Female,0,Yes,No,Yes,No phone service,DSL,Yes,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.31,2819.17,0,21
0659-VHVEG,Male,1,No,No,Yes,No phone service,No,No,Yes,No,No,Yes,No internet service,Two year,Yes,Mailed check,84.59,3633.14,0,72
0660-VHVEG,Male,1,No,No,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,77.08,4080.1,0,25
0661-VHVEG,Female,1,No,No,Yes,Yes,No,No,No internet service,No,No,Yes,No,Month-to-month,No,Credit card (automatic),55.61,5445.29,1,72
0662-VHVEG,Male,0,Yes,No,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),118.65,4689.55,0,62
0663-VHVEG,Female,0,No,No,No,No phone service,DSL,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.58,8282.59,1,41
0664-VHVEG,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),43.72,4522.97,1,52
0665-VHVEG,Female,0,No,No,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No internet service,One year,No,Electronic check,30.18,8930.21,0,48
0666-VHVEG,Female,1,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Mailed check,35.29,7677.68,0,50
0667-VHVEG,Female,1,Yes,No,No,Yes,DSL,Yes,No internet service,Yes,No internet service,No,No,Two year,No,Credit card (automatic),44.6,1955.74,0,62
0668-VHVEG,Male,0,Yes,No,No,No phone service,No,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),36.07,8382.3,1,13
0669-VHVEG,Female,1,Yes,No,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,38.66,1135.66,1,69
0670-VHVEG,Male,1,No,Yes,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,48.51,7375.3,0,29
0671-VHVEG,Male,0,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,37.34,3487.55,0,27
0672-VHVEG,Female,1,No,No,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,Two year,No,Electronic check,109.68,7913.97,0,59
0673-VHVEG,Female,1,No,Yes,No,No,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Two year,No,Electronic check,28.02,7825.7,1,45
0674-VHVEG,Male,1,Yes,Yes,Yes,No phone service,No,No internet service,No,No,No,No internet service,No internet service,One year,Yes,Electronic check,72.45,7272.74,1,72
0675-VHVEG,Female,0,No,No,No,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),61.04,7131.27,0,15
0676-VHVEG,Female,0,No,Yes,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,118.24,2811.64,0,47
0677-VHVEG,Female,1,Yes,Yes,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),31.2,820.18,1,65
